subject_id,record_id,scope,code_id,start_seconds,end_seconds,center_seconds,time_scale,score,signed_score,fitted_amplitude_uv,amplitude_mad,polarity
ST01,ST7011J0,rem,iso8_matched,4751.2,4758.9,4755.05,1.2,0.420342179829916,-0.420342179829916,-54.332205704410136,2.159561815512752,-1
ST01,ST7011J0,rem,iso8_matched,4753.7,4761.4,4757.55,1.2,0.3363107658447607,0.3363107658447607,47.519401049493894,1.8887708067812508,1
ST01,ST7011J0,rem,iso8_matched,4755.7,4762.25,4758.975,1.0,0.37251391001141476,0.37251391001141476,57.094348263236554,2.2693496940225333,1
ST01,ST7011J0,rem,iso8_matched,4758.1,4765.8,4761.95,1.2,0.2659325233701819,0.2659325233701819,41.413588043276484,1.6460808506137259,1
ST01,ST7011J0,rem,iso8_matched,4759.8,4767.5,4763.65,1.2,0.34404636201967764,0.34404636201967764,49.04278872766612,1.9493214473700302,1
ST01,ST7011J0,rem,iso8_matched,8673.0,8678.4,8675.7,0.8,0.3505757058889643,0.3505757058889643,32.29831841785895,1.875580605602524,1
ST01,ST7011J0,rem,iso8_matched,8676.45,8682.51,8679.48,0.9,0.3650195885483361,0.3650195885483361,56.17640556556979,3.262193882916982,1
ST01,ST7011J0,rem,iso8_matched,8676.7,8684.4,8680.55,1.2,0.4738810044944362,0.4738810044944362,75.40758009247395,4.378958461771171,1
ST01,ST7011J0,rem,iso8_matched,8679.1,8685.16,8682.13,0.9,0.21794680895597393,0.21794680895597393,37.058843553689066,2.1520268435066385,1
ST01,ST7011J0,rem,iso8_matched,8679.3,8687.0,8683.15,1.2,0.42150246287330706,-0.42150246287330706,-65.07217184790152,3.778775783412726,-1
ST01,ST7011J0,rem,iso8_matched,8680.9,8688.6,8684.75,1.2,0.34829972653413305,-0.34829972653413305,-48.505908495383615,2.8167640201592588,-1
ST01,ST7011J0,rem,iso8_matched,8748.1,8753.5,8750.8,0.8,0.2814393749006667,0.2814393749006667,39.50195716284017,1.8226541291610745,1
ST01,ST7011J0,rem,iso8_matched,8898.6,8905.15,8901.875,1.0,0.4292626010757996,-0.4292626010757996,-70.40174610081459,2.0321422937806553,-1
ST01,ST7011J0,rem,iso8_matched,12242.15,12247.55,12244.85,0.8,0.36146496209532586,0.36146496209532586,28.432172865178355,1.6485782735813177,1
ST01,ST7011J0,rem,iso8_matched,12243.9,12249.3,12246.6,0.8,0.28463927302593844,-0.28463927302593844,-27.55610543940356,1.5977813917821966,-1
ST01,ST7011J0,rem,iso8_matched,12244.85,12250.91,12247.88,0.9,0.3169353677182734,-0.3169353677182734,-28.241160766963322,1.637502848688479,-1
ST01,ST7011J0,rem,iso8_matched,12248.05,12253.45,12250.75,0.8,0.2738228525056524,0.2738228525056524,27.88713917884188,1.6169756698012634,1
ST01,ST7011J0,rem,iso8_matched,12248.1,12255.8,12251.95,1.2,0.2922346254001225,0.2922346254001225,41.43477848824552,2.4025063406263736,1
ST01,ST7011J0,rem,iso8_matched,12250.85,12256.25,12253.55,0.8,0.16021248033072602,-0.16021248033072602,-26.83351086234151,1.5558833023888552,-1
ST01,ST7011J0,rem,iso8_matched,12251.95,12257.35,12254.65,0.8,0.2413028030236751,-0.2413028030236751,-40.76432623367101,2.3636316114381994,-1
ST01,ST7011J0,rem,iso8_matched,12253.65,12259.05,12256.35,0.8,0.3559820719563185,0.3559820719563185,51.347313964077046,2.9772633491409737,1
ST01,ST7011J0,rem,iso8_matched,12295.7,12303.4,12299.55,1.2,0.2278549886234853,-0.2278549886234853,-27.462973520470197,1.5145744645601205,-1
ST01,ST7011J0,rem,iso8_matched,12297.5,12305.2,12301.35,1.2,0.25223430044495976,-0.25223430044495976,-37.452205154537396,2.0654774883079767,-1
